image_id class_id path
109 1 images/002.Laysan_Albatross/Laysan_Albatross_0068_726.jpg
110 1 images/002.Laysan_Albatross/Laysan_Albatross_0040_472.jpg
111 1 images/002.Laysan_Albatross/Laysan_Albatross_0100_735.jpg
112 1 images/002.Laysan_Albatross/Laysan_Albatross_0021_737.jpg
113 1 images/002.Laysan_Albatross/Laysan_Albatross_0029_482.jpg
114 1 images/002.Laysan_Albatross/Laysan_Albatross_0059_488.jpg
115 1 images/002.Laysan_Albatross/Laysan_Albatross_0018_492.jpg
116 1 images/002.Laysan_Albatross/Laysan_Albatross_0083_756.jpg
117 1 images/002.Laysan_Albatross/Laysan_Albatross_0094_1013.jpg
118 1 images/002.Laysan_Albatross/Laysan_Albatross_0103_504.jpg
119 1 images/002.Laysan_Albatross/Laysan_Albatross_0079_506.jpg
120 1 images/002.Laysan_Albatross/Laysan_Albatross_0051_1020.jpg
121 2 images/003.Sooty_Albatross/Sooty_Albatross_0038_1065.jpg
122 2 images/003.Sooty_Albatross/Sooty_Albatross_0031_1066.jpg
123 2 images/003.Sooty_Albatross/Sooty_Albatross_0001_1071.jpg
124 2 images/003.Sooty_Albatross/Sooty_Albatross_0016_1075.jpg
125 2 images/003.Sooty_Albatross/Sooty_Albatross_0043_1076.jpg
126 2 images/003.Sooty_Albatross/Sooty_Albatross_0003_1078.jpg
127 2 images/003.Sooty_Albatross/Sooty_Albatross_0077_1080.jpg
128 2 images/003.Sooty_Albatross/Sooty_Albatross_0063_1101.jpg
129 2 images/003.Sooty_Albatross/Sooty_Albatross_0044_1105.jpg
130 2 images/003.Sooty_Albatross/Sooty_Albatross_0071_1116.jpg
131 2 images/003.Sooty_Albatross/Sooty_Albatross_0070_796346.jpg
132 2 images/003.Sooty_Albatross/Sooty_Albatross_0030_1122.jpg
133 2 images/003.Sooty_Albatross/Sooty_Albatross_0054_796347.jpg
134 2 images/003.Sooty_Albatross/Sooty_Albatross_0033_1128.jpg
135 2 images/003.Sooty_Albatross/Sooty_Albatross_0048_1130.jpg
136 2 images/003.Sooty_Albatross/Sooty_Albatross_0032_1149.jpg
137 2 images/003.Sooty_Albatross/Sooty_Albatross_0034_1154.jpg
138 2 images/003.Sooty_Albatross/Sooty_Albatross_0055_1160.jpg
139 2 images/003.Sooty_Albatross/Sooty_Albatross_0024_1161.jpg
140 2 images/003.Sooty_Albatross/Sooty_Albatross_0045_1162.jpg
141 2 images/003.Sooty_Albatross/Sooty_Albatross_0073_1171.jpg
142 2 images/003.Sooty_Albatross/Sooty_Albatross_0074_1221.jpg
143 2 images/003.Sooty_Albatross/Sooty_Albatross_0021_796339.jpg
144 2 images/003.Sooty_Albatross/Sooty_Albatross_0005_796342.jpg
145 2 images/003.Sooty_Albatross/Sooty_Albatross_0064_796343.jpg
146 2 images/003.Sooty_Albatross/Sooty_Albatross_0042_1210.jpg
147 2 images/003.Sooty_Albatross/Sooty_Albatross_0046_1211.jpg
148 2 images/003.Sooty_Albatross/Sooty_Albatross_0017_796349.jpg
149 2 images/003.Sooty_Albatross/Sooty_Albatross_0049_796350.jpg
150 2 images/003.Sooty_Albatross/Sooty_Albatross_0050_796351.jpg
151 2 images/003.Sooty_Albatross/Sooty_Albatross_0075_796352.jpg
152 2 images/003.Sooty_Albatross/Sooty_Albatross_0068_796353.jpg
153 2 images/003.Sooty_Albatross/Sooty_Albatross_0057_796354.jpg
154 2 images/003.Sooty_Albatross/Sooty_Albatross_0010_796355.jpg
155 2 images/003.Sooty_Albatross/Sooty_Albatross_0029_796357.jpg
156 2 images/003.Sooty_Albatross/Sooty_Albatross_0069_796358.jpg
157 2 images/003.Sooty_Albatross/Sooty_Albatross_0020_796359.jpg
158 2 images/003.Sooty_Albatross/Sooty_Albatross_0058_796360.jpg
159 2 images/003.Sooty_Albatross/Sooty_Albatross_0025_796361.jpg
160 2 images/003.Sooty_Albatross/Sooty_Albatross_0041_796364.jpg
161 2 images/003.Sooty_Albatross/Sooty_Albatross_0076_796365.jpg
162 2 images/003.Sooty_Albatross/Sooty_Albatross_0004_796366.jpg
163 2 images/003.Sooty_Albatross/Sooty_Albatross_0065_796367.jpg
164 2 images/003.Sooty_Albatross/Sooty_Albatross_0072_796371.jpg
165 2 images/003.Sooty_Albatross/Sooty_Albatross_0007_796372.jpg
166 2 images/003.Sooty_Albatross/Sooty_Albatross_0014_796373.jpg
167 2 images/003.Sooty_Albatross/Sooty_Albatross_0051_796374.jpg
168 2 images/003.Sooty_Albatross/Sooty_Albatross_0040_796375.jpg
169 2 images/003.Sooty_Albatross/Sooty_Albatross_0067_796376.jpg
170 2 images/003.Sooty_Albatross/Sooty_Albatross_0066_796382.jpg
171 2 images/003.Sooty_Albatross/Sooty_Albatross_0036_796387.jpg
172 2 images/003.Sooty_Albatross/Sooty_Albatross_0079_796389.jpg
173 2 images/003.Sooty_Albatross/Sooty_Albatross_0006_796390.jpg
174 2 images/003.Sooty_Albatross/Sooty_Albatross_0019_796391.jpg
175 2 images/003.Sooty_Albatross/Sooty_Albatross_0002_796395.jpg
176 2 images/003.Sooty_Albatross/Sooty_Albatross_0022_796398.jpg
177 2 images/003.Sooty_Albatross/Sooty_Albatross_0023_796401.jpg
178 2 images/003.Sooty_Albatross/Sooty_Albatross_0013_796402.jpg
179 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0068_1538.jpg
180 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0094_1540.jpg
181 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0033_1494.jpg
182 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0069_1546.jpg
183 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0080_1549.jpg
184 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0071_1559.jpg
185 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0037_1560.jpg
186 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0017_1561.jpg
187 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0105_1562.jpg
188 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0090_1567.jpg
189 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0019_1585.jpg
190 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0031_1588.jpg
191 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0107_1590.jpg
192 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0035_1591.jpg
193 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0109_1592.jpg
194 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0036_1604.jpg
195 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0085_1612.jpg
196 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0018_1613.jpg
197 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0007_1615.jpg
198 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0075_1617.jpg
199 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0029_1620.jpg
200 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0108_1639.jpg
201 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0100_1646.jpg
202 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0051_1650.jpg
203 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0015_1653.jpg
204 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0076_1661.jpg
205 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0046_1663.jpg
206 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0002_1670.jpg
207 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0053_1672.jpg
208 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0088_1678.jpg
209 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0072_1696.jpg
210 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0082_1697.jpg
211 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0101_1700.jpg
212 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0010_1704.jpg
213 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0047_1706.jpg
214 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0040_1715.jpg
215 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0077_1724.jpg
216 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0091_1728.jpg
217 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0074_1730.jpg
218 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0044_1731.jpg
219 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0059_1480.jpg
220 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0023_1485.jpg
221 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0004_1528.jpg
222 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0056_1493.jpg
223 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0005_1750.jpg
224 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0058_1751.jpg
225 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0027_1754.jpg
226 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0014_1755.jpg
227 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0055_1501.jpg
228 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0065_1502.jpg
229 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0060_1505.jpg
230 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0006_1763.jpg
231 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0087_1765.jpg
232 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0061_1510.jpg
233 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0062_1767.jpg
234 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0092_1516.jpg
235 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0032_1776.jpg
236 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0009_1522.jpg
237 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0078_1780.jpg
238 3 images/004.Groove_billed_Ani/Groove_Billed_Ani_0012_1784.jpg
239 4 images/005.Crested_Auklet/Crested_Auklet_0006_1813.jpg
240 4 images/005.Crested_Auklet/Crested_Auklet_0042_794902.jpg
241 4 images/005.Crested_Auklet/Crested_Auklet_0061_794904.jpg
242 4 images/005.Crested_Auklet/Crested_Auklet_0018_1817.jpg
243 4 images/005.Crested_Auklet/Crested_Auklet_0010_794907.jpg
244 4 images/005.Crested_Auklet/Crested_Auklet_0041_794910.jpg
245 4 images/005.Crested_Auklet/Crested_Auklet_0029_1824.jpg
246 4 images/005.Crested_Auklet/Crested_Auklet_0044_1825.jpg
247 4 images/005.Crested_Auklet/Crested_Auklet_0013_794914.jpg
248 4 images/005.Crested_Auklet/Crested_Auklet_0047_794918.jpg
249 4 images/005.Crested_Auklet/Crested_Auklet_0005_794922.jpg
250 4 images/005.Crested_Auklet/Crested_Auklet_0019_794925.jpg
251 4 images/005.Crested_Auklet/Crested_Auklet_0011_794927.jpg
252 4 images/005.Crested_Auklet/Crested_Auklet_0059_794929.jpg
253 4 images/005.Crested_Auklet/Crested_Auklet_0032_794931.jpg
254 4 images/005.Crested_Auklet/Crested_Auklet_0057_794932.jpg
255 4 images/005.Crested_Auklet/Crested_Auklet_0021_794938.jpg
256 4 images/005.Crested_Auklet/Crested_Auklet_0045_794940.jpg
257 4 images/005.Crested_Auklet/Crested_Auklet_0001_794941.jpg
258 4 images/005.Crested_Auklet/Crested_Auklet_0039_794944.jpg
259 4 images/005.Crested_Auklet/Crested_Auklet_0074_794949.jpg
260 4 images/005.Crested_Auklet/Crested_Auklet_0028_794951.jpg
261 4 images/005.Crested_Auklet/Crested_Auklet_0052_794952.jpg
262 4 images/005.Crested_Auklet/Crested_Auklet_0012_794960.jpg
263 4 images/005.Crested_Auklet/Crested_Auklet_0003_794962.jpg
264 4 images/005.Crested_Auklet/Crested_Auklet_0033_794964.jpg
265 4 images/005.Crested_Auklet/Crested_Auklet_0053_794966.jpg
266 4 images/005.Crested_Auklet/Crested_Auklet_0062_794968.jpg
267 4 images/005.Crested_Auklet/Crested_Auklet_0073_785248.jpg
268 4 images/005.Crested_Auklet/Crested_Auklet_0067_785249.jpg
269 4 images/005.Crested_Auklet/Crested_Auklet_0066_785251.jpg
270 4 images/005.Crested_Auklet/Crested_Auklet_0076_785252.jpg
271 4 images/005.Crested_Auklet/Crested_Auklet_0068_785253.jpg
272 4 images/005.Crested_Auklet/Crested_Auklet_0071_785255.jpg
273 4 images/005.Crested_Auklet/Crested_Auklet_0077_785257.jpg
274 4 images/005.Crested_Auklet/Crested_Auklet_0069_785258.jpg
275 4 images/005.Crested_Auklet/Crested_Auklet_0075_785259.jpg
276 4 images/005.Crested_Auklet/Crested_Auklet_0072_785260.jpg
277 4 images/005.Crested_Auklet/Crested_Auklet_0070_785261.jpg
278 4 images/005.Crested_Auklet/Crested_Auklet_0063_794901.jpg
279 4 images/005.Crested_Auklet/Crested_Auklet_0036_794905.jpg
280 4 images/005.Crested_Auklet/Crested_Auklet_0030_794937.jpg
281 4 images/005.Crested_Auklet/Crested_Auklet_0040_794912.jpg
282 4 images/005.Crested_Auklet/Crested_Auklet_0048_1791.jpg
283 5 images/006.Least_Auklet/Least_Auklet_0035_1888.jpg
284 5 images/006.Least_Auklet/Least_Auklet_0050_1924.jpg
285 5 images/006.Least_Auklet/Least_Auklet_0058_1931.jpg
286 5 images/006.Least_Auklet/Least_Auklet_0014_1901.jpg
287 5 images/006.Least_Auklet/Least_Auklet_0016_1903.jpg
288 5 images/006.Least_Auklet/Least_Auklet_0040_795100.jpg
289 5 images/006.Least_Auklet/Least_Auklet_0015_795065.jpg
290 5 images/006.Least_Auklet/Least_Auklet_0026_795066.jpg
291 5 images/006.Least_Auklet/Least_Auklet_0043_795067.jpg
292 5 images/006.Least_Auklet/Least_Auklet_0032_795068.jpg
293 5 images/006.Least_Auklet/Least_Auklet_0045_795069.jpg
294 5 images/006.Least_Auklet/Least_Auklet_0008_795071.jpg
295 5 images/006.Least_Auklet/Least_Auklet_0012_795074.jpg
296 5 images/006.Least_Auklet/Least_Auklet_0018_795077.jpg
297 5 images/006.Least_Auklet/Least_Auklet_0020_795080.jpg
298 5 images/006.Least_Auklet/Least_Auklet_0039_795081.jpg
299 5 images/006.Least_Auklet/Least_Auklet_0017_795084.jpg
300 5 images/006.Least_Auklet/Least_Auklet_0025_795087.jpg
301 5 images/006.Least_Auklet/Least_Auklet_0052_795088.jpg
302 5 images/006.Least_Auklet/Least_Auklet_0027_795091.jpg
303 5 images/006.Least_Auklet/Least_Auklet_0010_795092.jpg
304 5 images/006.Least_Auklet/Least_Auklet_0028_795094.jpg
305 5 images/006.Least_Auklet/Least_Auklet_0060_795095.jpg
306 5 images/006.Least_Auklet/Least_Auklet_0034_795096.jpg
307 5 images/006.Least_Auklet/Least_Auklet_0042_1874.jpg
308 5 images/006.Least_Auklet/Least_Auklet_0055_795106.jpg
309 5 images/006.Least_Auklet/Least_Auklet_0041_795107.jpg
310 5 images/006.Least_Auklet/Least_Auklet_0011_795109.jpg
311 5 images/006.Least_Auklet/Least_Auklet_0004_795112.jpg
312 5 images/006.Least_Auklet/Least_Auklet_0023_1898.jpg
313 5 images/006.Least_Auklet/Least_Auklet_0030_795116.jpg
314 5 images/006.Least_Auklet/Least_Auklet_0046_795118.jpg
315 5 images/006.Least_Auklet/Least_Auklet_0005_795119.jpg
316 5 images/006.Least_Auklet/Least_Auklet_0024_795120.jpg
317 5 images/006.Least_Auklet/Least_Auklet_0029_795122.jpg
318 5 images/006.Least_Auklet/Least_Auklet_0007_795123.jpg
319 5 images/006.Least_Auklet/Least_Auklet_0057_795126.jpg
320 5 images/006.Least_Auklet/Least_Auklet_0021_795127.jpg
321 5 images/006.Least_Auklet/Least_Auklet_0054_795130.jpg
322 5 images/006.Least_Auklet/Least_Auklet_0038_795132.jpg
323 5 images/006.Least_Auklet/Least_Auklet_0063_795134.jpg
324 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0004_795921.jpg
325 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0017_795924.jpg
326 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0027_795925.jpg
327 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0056_795926.jpg
328 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0012_795927.jpg
329 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0072_795929.jpg
330 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0030_795930.jpg
331 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0007_795932.jpg
332 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0041_795933.jpg
333 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0035_795934.jpg
334 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0038_795935.jpg
335 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0069_795936.jpg
336 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0073_795939.jpg
337 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0058_795942.jpg
338 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0036_795943.jpg
339 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0028_795944.jpg
340 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0020_795947.jpg
341 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0043_795948.jpg
342 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0045_795953.jpg
343 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0064_795954.jpg
344 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0039_795955.jpg
345 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0047_795956.jpg
346 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0050_795957.jpg
347 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0062_795958.jpg
348 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0031_795960.jpg
349 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0042_795961.jpg
350 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0026_795962.jpg
351 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0055_795963.jpg
352 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0067_795964.jpg
353 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0080_795965.jpg
354 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0015_795966.jpg
355 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0065_795969.jpg
356 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0013_795970.jpg
357 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0051_795971.jpg
358 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0001_795972.jpg
359 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0059_795973.jpg
360 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0040_795974.jpg
361 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0025_795975.jpg
362 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0074_795976.jpg
363 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0016_795977.jpg
364 6 images/007.Parakeet_Auklet/Parakeet_Auklet_0048_795980.jpg
